Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T9881,3204,1159.55,Bank Transfer,23,Desktop,Chicago,3,28,8,Credit Card,0
T9882,2686,2048.63,Online Purchase,17,Tablet,Seattle,4,36,10,Credit Card,0
T9883,3127,2106.79,Bill Payment,4,Mobile,Seattle,4,66,7,Credit Card,0
T9884,1716,277.13,Bank Transfer,19,Tablet,Los Angeles,3,77,4,Credit Card,0
T9885,1528,,ATM Withdrawal,7,Desktop,San Francisco,1,66,13,Credit Card,0
T9886,1479,2527.47,ATM Withdrawal,21,Desktop,San Francisco,0,64,3,Credit Card,0
T9887,1476,1203.68,ATM Withdrawal,22,Tablet,Houston,0,77,5,Credit Card,0
T9888,3364,1326.79,Bill Payment,23,Tablet,Los Angeles,0,4,9,Credit Card,0
T9889,3405,1725.76,Bank Transfer,8,Tablet,Chicago,0,56,6,Credit Card,0
T9890,1689,4714.09,ATM Withdrawal,12,Desktop,Boston,0,75,8,Credit Card,0
T9891,3606,2264.16,Bank Transfer,1,Desktop,Los Angeles,2,66,1,Credit Card,0
T9892,3610,3681.31,Online Purchase,12,Desktop,Chicago,1,71,4,Credit Card,0
T9893,1876,3168.42,Online Purchase,13,Desktop,Seattle,4,81,9,Credit Card,0
T9894,2149,49997.8,POS Payment,10,Tablet,Los Angeles,3,7,6,Credit Card,0
T9895,3925,,Online Purchase,13,Mobile,Los Angeles,3,82,2,Credit Card,0
T9896,4946,2956.59,Bill Payment,18,Mobile,San Francisco,2,30,10,Credit Card,1
T9897,4904,2621.1,Bill Payment,15,Desktop,San Francisco,2,100,4,Credit Card,0
T9898,2716,1701.28,Bill Payment,21,Desktop,,2,105,7,Credit Card,0
T9899,3732,2259.48,Bill Payment,16,Tablet,San Francisco,0,86,14,Credit Card,0
T9900,3871,4008.91,ATM Withdrawal,7,Desktop,,3,66,10,Credit Card,0
T9901,2366,4980.09,POS Payment,14,Tablet,New York,1,36,10,Credit Card,0
T9902,1203,337.02,ATM Withdrawal,18,Desktop,Boston,0,7,9,Credit Card,0
T9903,3518,4198.15,Online Purchase,9,Tablet,Boston,3,61,12,Credit Card,1
T9904,1496,3419.96,Bill Payment,4,Desktop,Chicago,2,114,9,Credit Card,0
T9905,1062,1779.78,Bank Transfer,11,Desktop,Boston,3,5,5,Credit Card,0
T9906,1238,1001.51,Online Purchase,15,Tablet,Los Angeles,4,99,8,Credit Card,1
T9907,1197,4803.13,ATM Withdrawal,,Desktop,,4,100,6,Credit Card,0
T9908,1780,2587.52,Online Purchase,2,Desktop,Seattle,1,87,5,Credit Card,0
T9909,2232,1766.77,Online Purchase,21,Desktop,Chicago,2,79,14,Credit Card,0
T9910,2080,2606.03,Bill Payment,3,Desktop,Los Angeles,2,29,10,Credit Card,0
T9911,4791,4787.91,Bill Payment,15,Tablet,Boston,0,94,12,Credit Card,0
T9912,2598,3875.87,Bill Payment,8,Desktop,San Francisco,0,40,10,Credit Card,0
T9913,3776,2716.94,Bill Payment,14,Desktop,New York,4,41,10,Credit Card,0
T9914,2192,1061.98,POS Payment,19,Desktop,Los Angeles,3,24,8,Credit Card,0
T9915,1813,4237.84,POS Payment,11,Tablet,Chicago,1,119,5,Credit Card,0
T9916,1267,3428.6,Online Purchase,1,Desktop,Boston,3,84,14,Credit Card,0
T9917,3812,3757.76,Online Purchase,18,Tablet,Houston,1,107,12,Credit Card,0
T9918,3466,,POS Payment,3,Tablet,Los Angeles,1,111,9,Credit Card,0
T9919,2890,45.02,Online Purchase,11,Mobile,Miami,2,73,6,Credit Card,0
T9920,3850,2411.9,Bill Payment,23,Desktop,Chicago,0,78,10,Credit Card,0
T9921,3636,,Bill Payment,11,Mobile,New York,2,36,1,Credit Card,0
T9922,3975,4130.5,ATM Withdrawal,19,Desktop,Seattle,1,48,8,Credit Card,0
T9923,4602,2350.85,Bank Transfer,5,Desktop,Chicago,3,4,1,Credit Card,0
T9924,2813,1457.49,ATM Withdrawal,14,Mobile,Seattle,4,107,10,Credit Card,0
T9925,2290,2651.28,ATM Withdrawal,13,Tablet,New York,4,18,4,Credit Card,0
T9926,4090,4592.22,Bank Transfer,,Desktop,Los Angeles,2,68,4,Credit Card,0
T9927,4895,3519.64,POS Payment,19,Mobile,New York,3,109,5,Credit Card,0
T9928,3674,2664.56,POS Payment,9,,Seattle,4,95,8,Credit Card,1
T9929,2226,49997.8,Online Purchase,10,Tablet,Houston,4,104,12,Credit Card,0
T9930,3868,3861.98,ATM Withdrawal,18,Desktop,Chicago,3,38,12,Credit Card,1
T9931,4716,1160.58,ATM Withdrawal,13,Mobile,San Francisco,0,67,11,Credit Card,0
T9932,1839,4874.96,Online Purchase,18,,Los Angeles,1,57,1,Credit Card,0
T9933,1276,2270.22,Online Purchase,7,Mobile,Boston,2,102,5,Credit Card,0
T9934,2760,,Bill Payment,13,Mobile,San Francisco,0,36,11,Credit Card,0
T9935,4646,1404.82,Bill Payment,3,Desktop,Boston,2,100,6,Credit Card,0
T9936,4402,2711.08,Bank Transfer,11,Desktop,New York,0,10,11,Credit Card,0
T9937,3878,27.8,Bank Transfer,10,Tablet,Seattle,4,74,1,Credit Card,0
T9938,3272,,ATM Withdrawal,0,Desktop,Houston,3,87,6,Credit Card,0
T9939,2707,3135.77,Bill Payment,2,Desktop,Boston,1,97,10,Credit Card,0
T9940,4619,3119.42,Bill Payment,23,Tablet,Seattle,2,94,12,Credit Card,0
T9941,3181,2310,POS Payment,1,Unknown Device,Houston,2,16,8,Credit Card,0
T9942,2060,52.37,ATM Withdrawal,13,Mobile,Los Angeles,1,111,13,Credit Card,0
T9943,3140,4250.21,ATM Withdrawal,0,Mobile,,2,66,3,Credit Card,0
T9944,3456,,Online Purchase,14,Tablet,Boston,1,23,14,Credit Card,0
T9945,4596,,ATM Withdrawal,18,Desktop,Chicago,2,108,1,Credit Card,0
T9946,3426,1908.32,Bill Payment,2,Tablet,Seattle,1,70,12,Credit Card,0
T9947,3673,4921.84,POS Payment,6,Mobile,Houston,3,113,13,Credit Card,0
T9948,3727,2971.5,ATM Withdrawal,9,Desktop,Chicago,0,54,10,Credit Card,0
T9949,1090,250.51,ATM Withdrawal,15,Mobile,Houston,2,72,6,Credit Card,0
T9950,4960,2658.89,Bill Payment,11,Mobile,Seattle,4,47,13,Credit Card,0
T9951,4266,2745.19,Bill Payment,23,Tablet,Miami,3,84,13,Credit Card,0
T9952,1076,2566.28,Bank Transfer,2,Mobile,San Francisco,2,43,5,Credit Card,0
T9953,4504,159.38,Online Purchase,22,Desktop,Houston,3,69,7,Credit Card,0
T9954,3424,4700.64,Bank Transfer,8,Desktop,Chicago,2,76,3,Credit Card,0
T9955,1020,1847.5,POS Payment,22,Desktop,Boston,1,28,11,Credit Card,0
T9956,4057,3079.08,POS Payment,1,Desktop,Miami,0,65,14,Credit Card,0
T9957,1397,233.08,Bill Payment,20,Tablet,Los Angeles,2,34,9,Credit Card,0
T9958,3377,2079.84,POS Payment,12,,Seattle,0,29,7,Credit Card,0
T9959,3828,4631.23,Online Purchase,9,Desktop,New York,4,104,10,Credit Card,0
T9960,4834,2221.65,Bank Transfer,21,Desktop,Houston,1,83,10,Credit Card,0
T9961,4926,1196.05,Online Purchase,7,Mobile,Chicago,4,29,4,Credit Card,0
T9962,4734,2341.59,POS Payment,22,Desktop,Los Angeles,4,105,8,Credit Card,0
T9963,2960,1654.19,ATM Withdrawal,,Desktop,Miami,0,119,12,Credit Card,0
T9964,2268,4121.88,POS Payment,13,Tablet,Chicago,4,6,12,Credit Card,0
T9965,2297,3362.36,Online Purchase,15,Mobile,Chicago,0,85,3,Credit Card,0
T9966,4006,2609.66,Bank Transfer,11,Tablet,Chicago,0,39,14,Credit Card,0
T9967,2034,4834.74,Online Purchase,1,Tablet,San Francisco,3,7,14,Credit Card,0
T9968,1675,3854.94,Online Purchase,5,Mobile,Chicago,2,115,4,Credit Card,0
T9969,2080,4503.37,Online Purchase,5,Mobile,Boston,3,102,7,Credit Card,0
T9970,4734,4538.76,POS Payment,22,,Seattle,4,82,3,Credit Card,0
T9971,2169,2342.21,Bill Payment,1,Mobile,Chicago,1,77,1,Credit Card,0
T9972,3862,49997.8,Bank Transfer,14,Tablet,Miami,4,88,3,Credit Card,0
T9973,4876,191.87,Bill Payment,0,Desktop,Chicago,4,84,1,Credit Card,0
T9974,1047,849.47,Online Purchase,6,Tablet,,3,113,2,Credit Card,0
T9975,3411,4587.1,Bank Transfer,21,Mobile,Houston,3,38,2,Credit Card,0
T9976,4858,4734.23,Bank Transfer,0,Mobile,New York,4,85,3,Credit Card,0
T9977,2760,4590.52,Online Purchase,21,Mobile,Los Angeles,3,85,7,Credit Card,0
T9978,1724,1166.07,POS Payment,16,Desktop,Los Angeles,4,118,1,Credit Card,0
T9979,2344,1915.3,Online Purchase,13,Tablet,Seattle,0,21,2,Credit Card,0
T9980,1137,4229.88,Bill Payment,20,Tablet,,0,102,13,Credit Card,0
T9981,2868,3117.11,ATM Withdrawal,10,Tablet,Boston,2,58,3,Credit Card,0
T9982,1770,1285.34,Bill Payment,5,Unknown Device,Los Angeles,3,114,10,Credit Card,0
T9983,1756,4230.49,ATM Withdrawal,10,Desktop,San Francisco,2,109,5,Credit Card,0
T9984,1435,2661.92,Bill Payment,8,Tablet,Houston,1,32,3,Credit Card,0
T9985,2473,2424.94,Bank Transfer,19,Desktop,Seattle,1,16,12,Credit Card,0
T9986,3868,4429.92,Online Purchase,19,Unknown Device,,4,102,8,Credit Card,0
T9987,1773,2635.29,Bill Payment,10,Desktop,Miami,4,54,11,Credit Card,0
T9988,2926,4195.61,Online Purchase,12,Tablet,Los Angeles,3,98,5,Credit Card,0
T9989,1234,49997.8,ATM Withdrawal,5,Tablet,Los Angeles,4,111,1,Credit Card,1
T9990,2692,3445.63,POS Payment,13,Mobile,Miami,1,59,2,Credit Card,0
T9991,4468,,POS Payment,17,Mobile,Los Angeles,4,57,9,Credit Card,1
T9992,3331,1667.65,POS Payment,13,Tablet,Seattle,4,34,12,Credit Card,0
T9993,1584,2069.68,Online Purchase,13,Tablet,Houston,3,77,14,Credit Card,0
T9994,3669,4134.09,POS Payment,15,Mobile,,2,63,1,Credit Card,0
T9995,3056,463.73,Bank Transfer,1,Mobile,Houston,0,107,1,Credit Card,0
T9996,2932,4597.3,POS Payment,22,Desktop,Boston,4,112,7,Credit Card,0
T9997,1831,3636.01,POS Payment,0,Mobile,Miami,2,17,10,Credit Card,0
T9998,4689,2887.45,Online Purchase,16,Mobile,Boston,2,55,5,Credit Card,0
T9999,3727,4231.4,Bill Payment,13,Mobile,Boston,4,94,9,Credit Card,0
T10000,3472,2208.38,ATM Withdrawal,6,Mobile,San Francisco,1,57,1,Credit Card,0
T10001,1624,3494.82,ATM Withdrawal,7,Tablet,Chicago,3,102,6,Credit Card,0
T10002,3501,4686.57,Bill Payment,20,Mobile,Boston,0,80,3,Credit Card,0
T10003,1937,1341.09,Bill Payment,10,Mobile,Houston,0,22,9,Credit Card,0
T10004,4390,617.3,Bank Transfer,0,Mobile,Los Angeles,1,93,13,Credit Card,0
T10005,4944,1650.34,POS Payment,15,Desktop,Houston,3,111,13,Credit Card,0
T10006,2541,4345.8,Online Purchase,2,Tablet,San Francisco,0,9,12,Credit Card,0
T10007,4592,2639.63,POS Payment,10,Tablet,Boston,4,37,4,Credit Card,0
T10008,3404,1169.93,Bank Transfer,8,,Los Angeles,2,117,11,Credit Card,0
T10009,3511,,ATM Withdrawal,10,Desktop,Houston,4,50,9,Credit Card,0
T10010,1098,4060.51,Online Purchase,13,Mobile,Seattle,0,21,2,Credit Card,0
T10011,4387,716.13,Online Purchase,20,Tablet,San Francisco,0,73,11,Credit Card,0
T10012,4253,2486.91,Bill Payment,6,Unknown Device,Chicago,4,6,12,Credit Card,1
T10013,3825,635.74,Online Purchase,18,Tablet,Miami,1,36,12,Credit Card,0
T10014,2063,2745.59,Bill Payment,12,Tablet,Chicago,4,44,10,Credit Card,0
T10015,1976,452.25,POS Payment,1,Desktop,Houston,3,89,12,Credit Card,0
T10016,4316,1041.94,Bill Payment,7,Tablet,Houston,0,39,10,Credit Card,0
T10017,3306,468.17,Online Purchase,9,Desktop,New York,4,81,5,Credit Card,0
T10018,2171,1565.75,Bill Payment,6,Mobile,Boston,4,32,12,Credit Card,0
T10019,4798,551.53,Bank Transfer,16,Mobile,Boston,1,77,14,Credit Card,0
T10020,1050,1182.06,Bill Payment,13,Tablet,San Francisco,4,65,3,Credit Card,0
T10021,4907,2145.47,ATM Withdrawal,21,Tablet,Houston,4,18,2,Credit Card,0
T10022,1450,4365.7,Bank Transfer,16,Desktop,Los Angeles,0,10,3,Credit Card,0
T10023,2362,1430.07,Online Purchase,15,Desktop,Seattle,3,45,10,Credit Card,0
T10024,1582,4474.46,Online Purchase,10,Tablet,Seattle,0,99,3,Credit Card,0
T10025,1813,629.56,Bill Payment,21,Tablet,Boston,1,49,2,Credit Card,0
T10026,1582,2545.86,ATM Withdrawal,2,Mobile,Chicago,2,108,4,Credit Card,0
T10027,3547,,Online Purchase,16,Desktop,New York,1,89,4,Credit Card,0
T10028,1549,4343.04,Bill Payment,4,Desktop,Seattle,3,81,4,Credit Card,0
T10029,2387,3081.19,POS Payment,0,Tablet,Miami,2,92,1,Credit Card,0
T10030,1106,3910.14,Bill Payment,20,Mobile,Boston,3,86,5,Credit Card,0
T10031,3701,1168.65,ATM Withdrawal,,Tablet,Boston,2,75,14,Credit Card,0
T10032,3219,366.62,ATM Withdrawal,5,Desktop,Miami,2,104,4,Credit Card,0
T10033,3860,4388.22,ATM Withdrawal,5,Tablet,Seattle,4,93,5,Credit Card,0
T10034,3367,2478.83,ATM Withdrawal,5,Mobile,Los Angeles,1,81,1,Credit Card,0
T10035,2691,855.88,Bank Transfer,11,Desktop,,0,50,8,Credit Card,0
T10036,2672,2019.99,POS Payment,5,Tablet,New York,3,104,5,Credit Card,0
T10037,3377,985.76,POS Payment,11,Desktop,Los Angeles,4,68,1,Credit Card,0
T10038,3256,532.75,ATM Withdrawal,21,Unknown Device,Los Angeles,3,58,5,Credit Card,0
T10039,3967,3705.82,POS Payment,20,Tablet,Boston,2,108,14,Credit Card,0
T10040,1154,4662.32,Bank Transfer,22,Mobile,Seattle,0,61,10,Credit Card,0
T10041,3738,1417.05,ATM Withdrawal,0,Tablet,Los Angeles,3,12,13,Credit Card,1
T10042,2836,1831.85,ATM Withdrawal,1,Desktop,Seattle,1,14,1,Credit Card,0
T10043,3559,4415.88,POS Payment,18,Desktop,Houston,3,84,6,Credit Card,0
T10044,3134,4981.25,Bill Payment,0,Mobile,Miami,0,92,2,Credit Card,0
T10045,3188,1019.54,ATM Withdrawal,9,Tablet,Boston,3,38,14,Credit Card,0
T10046,2759,213.57,Bill Payment,2,Tablet,San Francisco,3,21,2,Credit Card,0
T10047,4861,3798.19,Bank Transfer,15,Tablet,New York,3,32,11,Credit Card,0
T10048,1352,3169.51,Bill Payment,19,Desktop,Seattle,3,119,5,Credit Card,0
T10049,3009,3865.48,Bill Payment,17,Desktop,Chicago,2,67,13,Credit Card,0
T10050,1927,3374.28,Online Purchase,15,Mobile,Chicago,3,110,12,Credit Card,1
T10051,3641,1701.99,Online Purchase,1,Tablet,Chicago,3,66,6,Credit Card,0
T10052,1834,2504.77,ATM Withdrawal,21,Tablet,Los Angeles,2,38,9,Credit Card,0
T10053,4324,990.1,Bank Transfer,22,Tablet,Chicago,3,40,1,Credit Card,0
T10054,3986,3461.83,POS Payment,3,Tablet,San Francisco,3,78,9,Credit Card,0
T10055,4837,576.73,POS Payment,14,Tablet,San Francisco,0,7,10,Credit Card,0
T10056,2832,4497.23,Online Purchase,2,Tablet,Los Angeles,0,114,11,Credit Card,0
T10057,4468,2983.8,Online Purchase,19,Mobile,Miami,4,28,9,Credit Card,0
T10058,1243,2354.61,ATM Withdrawal,21,Desktop,San Francisco,3,85,5,Credit Card,0
T10059,2343,3661.17,Online Purchase,13,Desktop,,1,113,6,Credit Card,0
T10060,3420,1153.12,Bill Payment,3,Mobile,Boston,3,55,12,Credit Card,0
T10061,1024,4225.93,ATM Withdrawal,11,Mobile,Miami,4,97,10,Credit Card,0
T10062,2765,2316.4,ATM Withdrawal,15,Mobile,Chicago,1,5,7,Credit Card,0
T10063,2026,2705.42,Bill Payment,,Tablet,Los Angeles,1,72,3,Credit Card,0
T10064,3492,612.83,Online Purchase,16,Desktop,Miami,1,96,8,Credit Card,0
T10065,4325,655.69,Online Purchase,0,Tablet,Los Angeles,0,107,4,Credit Card,0
T10066,3175,334.78,Bill Payment,4,Tablet,San Francisco,2,97,14,Credit Card,0
T10067,4426,1696.21,Online Purchase,3,Unknown Device,New York,2,55,14,Credit Card,0
T10068,4491,3467.93,Bill Payment,20,Desktop,Miami,0,101,13,Credit Card,0
T10069,2851,3977.99,Bill Payment,22,Desktop,New York,1,38,6,Credit Card,0
T10070,4996,835.97,Bill Payment,10,Mobile,Houston,2,20,3,Credit Card,0
T10071,2986,3763.87,Online Purchase,18,Desktop,San Francisco,1,39,12,Credit Card,0
T10072,4910,,POS Payment,15,Mobile,Boston,0,45,14,Credit Card,0
T10073,3626,825.27,Online Purchase,1,Desktop,,0,78,8,Credit Card,0
T10074,1490,4898.53,Bill Payment,13,Tablet,New York,2,30,2,Credit Card,0
T10075,3172,3510.7,Bank Transfer,21,Desktop,Miami,3,28,2,Credit Card,0
T10076,4753,4207.11,Bill Payment,7,Mobile,Houston,2,85,13,Credit Card,0
T10077,1411,3139.05,Online Purchase,21,Mobile,Miami,0,56,12,Credit Card,0
T10078,2676,3275.62,Bill Payment,19,Desktop,San Francisco,0,53,7,Credit Card,0
T10079,3711,2653.17,Online Purchase,5,Tablet,San Francisco,1,49,7,Credit Card,0
T10080,1602,4344.9,Bill Payment,17,Desktop,New York,2,36,8,Credit Card,0
T10081,3716,1135.83,POS Payment,6,Mobile,New York,2,20,1,Credit Card,0
T10082,2067,4026.24,Online Purchase,21,Desktop,Boston,3,86,8,Credit Card,0
T10083,2767,4375.38,POS Payment,10,Tablet,Chicago,2,22,2,Credit Card,0
T10084,2036,3221.29,Online Purchase,12,Tablet,Seattle,3,114,13,Credit Card,0
T10085,2921,2710.29,Bank Transfer,21,Mobile,San Francisco,4,110,7,Credit Card,0
T10086,4927,2252.98,Online Purchase,,Mobile,Miami,0,41,2,Credit Card,1
T10087,4619,2495.73,ATM Withdrawal,8,Tablet,Boston,3,56,5,Credit Card,0
T10088,1545,447.58,Bill Payment,,Tablet,Seattle,4,68,4,Credit Card,0
T10089,4387,1967.83,Online Purchase,1,Tablet,Chicago,4,64,6,Credit Card,0
T10090,3863,2977.42,Online Purchase,4,Tablet,New York,2,61,12,Credit Card,0
T10091,1707,3755.8,Bill Payment,17,,San Francisco,3,32,3,Credit Card,0
T10092,1551,4718.85,ATM Withdrawal,3,Desktop,Houston,2,4,13,Credit Card,0
T10093,3511,205.2,POS Payment,9,Tablet,Chicago,1,102,2,Credit Card,0
T10094,4262,263.64,POS Payment,14,Desktop,Boston,2,102,13,Credit Card,0
T10095,4008,3408.9,POS Payment,,Mobile,Boston,1,73,4,Credit Card,0
T10096,4295,4071.81,Bill Payment,21,Tablet,Los Angeles,4,36,2,Credit Card,0
T10097,1010,3722.81,Online Purchase,11,Mobile,Houston,1,1,11,Credit Card,1
T10098,3426,2954.84,Bank Transfer,19,Tablet,New York,4,50,3,Credit Card,0
T10099,3278,2543.21,Bank Transfer,23,Desktop,Miami,1,15,9,Credit Card,0
T10100,2757,4109.45,POS Payment,9,Tablet,Boston,4,67,6,Credit Card,0
T10101,1268,2621.58,POS Payment,19,,Seattle,2,63,4,Credit Card,0
T10102,1900,2282.36,Online Purchase,0,Tablet,Boston,4,74,6,Credit Card,0
T10103,2714,1005.43,ATM Withdrawal,12,Mobile,Seattle,1,30,2,Credit Card,0
T10104,2231,861.67,Bank Transfer,1,Mobile,Boston,2,85,5,Credit Card,0
T10105,3558,2804.09,POS Payment,,Mobile,Los Angeles,1,82,14,Credit Card,0
T10106,3210,4652.62,POS Payment,12,,Houston,4,20,5,Credit Card,0
T10107,3979,457.02,POS Payment,17,Mobile,Chicago,2,1,5,Credit Card,0
T10108,1322,2320.22,POS Payment,17,Tablet,Chicago,0,118,9,Credit Card,0
T10109,2204,3672.15,POS Payment,23,Tablet,Seattle,3,68,3,Credit Card,0
T10110,2215,1627.2,POS Payment,15,Tablet,Seattle,4,99,6,Credit Card,0
T10111,4051,,ATM Withdrawal,,,Boston,0,24,13,Credit Card,0
T10112,3957,4608.93,Online Purchase,6,Tablet,Miami,4,13,11,Credit Card,0
T10113,3096,2860.96,POS Payment,3,,Chicago,3,12,6,Credit Card,0
T10114,2720,1367.61,POS Payment,1,Desktop,Houston,4,84,2,Credit Card,0
T10115,3903,416.7,ATM Withdrawal,17,Mobile,Chicago,4,100,8,Credit Card,0
T10116,4068,3994.93,ATM Withdrawal,6,Mobile,Los Angeles,1,45,8,Credit Card,0
T10117,4557,1291.26,ATM Withdrawal,4,Tablet,San Francisco,4,87,12,Credit Card,0
T10118,1313,2063.53,Bank Transfer,,Desktop,Chicago,2,53,4,Credit Card,0
T10119,2536,4375.7,Online Purchase,18,Unknown Device,Houston,0,64,14,Credit Card,0
T10120,2086,2911.79,Bank Transfer,5,Desktop,Seattle,2,83,7,Credit Card,0
T10121,2060,2403.52,POS Payment,4,Tablet,Seattle,4,57,3,Credit Card,0
T10122,3390,1178.29,Bill Payment,19,Mobile,Miami,1,81,1,Credit Card,1
T10123,3463,1386.95,POS Payment,19,Desktop,Miami,2,87,10,Credit Card,0
T10124,1910,1537.4,ATM Withdrawal,22,Mobile,Seattle,1,54,11,Credit Card,0
T10125,3607,1151.3,Bank Transfer,17,Tablet,Houston,4,84,6,Credit Card,0
T10126,2745,3591.31,ATM Withdrawal,0,Desktop,Seattle,2,10,10,Credit Card,0
T10127,3679,1094.51,Online Purchase,9,Mobile,Chicago,4,111,4,Credit Card,0
T10128,4402,3333.36,POS Payment,17,Desktop,Boston,1,38,14,Credit Card,0
T10129,2961,4899.47,Bank Transfer,4,Desktop,San Francisco,1,54,8,Credit Card,0
T10130,1909,4351.29,ATM Withdrawal,19,Desktop,Chicago,1,93,4,Credit Card,0
T10131,4244,1910.42,ATM Withdrawal,9,Desktop,Chicago,4,60,14,Credit Card,0
T10132,3390,301.8,Online Purchase,16,Mobile,Miami,3,40,7,Credit Card,0
T10133,4706,49997.8,Bill Payment,6,Mobile,San Francisco,4,50,2,Credit Card,0
T10134,2366,4604.99,Bill Payment,23,Desktop,Houston,3,40,4,Credit Card,0
T10135,4532,2646.23,Online Purchase,1,Mobile,Los Angeles,2,115,3,Credit Card,0
T10136,2910,4027.28,Online Purchase,5,Tablet,Chicago,2,65,4,Credit Card,0
T10137,3820,4943.52,Online Purchase,13,Mobile,,0,69,6,Credit Card,0
T10138,1190,1800.15,ATM Withdrawal,0,Mobile,Chicago,0,76,8,Credit Card,0
T10139,4528,699.55,POS Payment,23,Mobile,New York,3,97,3,Credit Card,0
T10140,4350,1859.56,Online Purchase,3,Unknown Device,San Francisco,2,36,9,Credit Card,0
T10141,3995,472.46,Online Purchase,13,Desktop,San Francisco,0,10,8,Credit Card,0
T10142,2687,4194.17,Online Purchase,8,Desktop,Chicago,2,17,14,Credit Card,0
T10143,3588,1425.73,Bill Payment,12,Mobile,New York,4,106,6,Credit Card,0
T10144,4867,3020.02,Bill Payment,13,Desktop,New York,0,96,9,Credit Card,0
T10145,1148,4911.94,Online Purchase,7,Tablet,Los Angeles,1,3,6,Credit Card,0
T10146,4577,800.52,POS Payment,14,Tablet,Boston,2,77,13,Credit Card,0
T10147,3057,921.14,ATM Withdrawal,15,Mobile,Miami,4,111,14,Credit Card,0
T10148,4303,1262.78,Bill Payment,2,,Houston,3,17,9,Credit Card,0
T10149,2573,3444.25,Bank Transfer,19,Tablet,New York,0,42,12,Credit Card,0
T10150,4965,2072.82,ATM Withdrawal,6,Tablet,Miami,2,39,6,Credit Card,0
T10151,2106,59.35,ATM Withdrawal,,Mobile,Boston,2,46,14,Credit Card,0
T10152,4653,1742.59,Online Purchase,17,Mobile,Seattle,0,76,5,Credit Card,0
T10153,3503,4302.08,Bank Transfer,16,Mobile,New York,1,14,1,Credit Card,0
T10154,3690,1636.26,ATM Withdrawal,11,Desktop,Boston,3,84,2,Credit Card,0
T10155,3580,64.97,POS Payment,2,Desktop,New York,3,100,3,Credit Card,0
T10156,2415,1832.21,Bank Transfer,2,,,3,92,8,Credit Card,0
T10157,3801,583.65,POS Payment,18,Tablet,San Francisco,0,23,9,Credit Card,0
T10158,2039,1670.46,Bill Payment,21,Mobile,Boston,4,22,11,Credit Card,0
T10159,3875,4944.56,ATM Withdrawal,4,,Houston,1,98,4,Credit Card,0
T10160,4250,301.37,POS Payment,8,Mobile,New York,4,49,12,Credit Card,0
T10161,4644,913.01,ATM Withdrawal,20,Mobile,Seattle,4,102,6,Credit Card,0
T10162,4568,3725.29,Bank Transfer,7,Tablet,San Francisco,1,31,13,Credit Card,0
T10163,1706,3021.56,ATM Withdrawal,19,Desktop,Los Angeles,1,100,4,Credit Card,0
T10164,4839,2270.9,POS Payment,4,Mobile,San Francisco,2,91,7,Credit Card,0
T10165,2204,3130.1,Online Purchase,4,Desktop,Chicago,1,38,2,Credit Card,0
T10166,3710,1007.61,Bill Payment,22,Tablet,Los Angeles,3,77,1,Credit Card,0
T10167,3406,1715.29,POS Payment,17,Tablet,Houston,0,65,1,Credit Card,0
T10168,3724,2599.19,Bank Transfer,3,Mobile,New York,1,51,1,Credit Card,0
T10169,4146,4158.55,Bill Payment,20,Mobile,,3,11,4,Credit Card,0
T10170,2819,143.54,POS Payment,8,Desktop,Los Angeles,2,43,9,Credit Card,0
T10171,2855,4468.04,Bank Transfer,23,Mobile,,4,54,8,Credit Card,0
T10172,1376,780.85,POS Payment,17,Mobile,San Francisco,4,117,8,Credit Card,0
T10173,4088,3993.43,Online Purchase,23,Desktop,Boston,1,112,9,Credit Card,0
T10174,1496,4515.7,POS Payment,16,Tablet,Seattle,1,94,6,Credit Card,0
T10175,4382,3388.4,Online Purchase,5,Mobile,New York,4,26,2,Credit Card,0
T10176,3248,3550.75,POS Payment,20,Tablet,Miami,3,15,12,Credit Card,0
T10177,1365,1694.45,Bill Payment,10,Tablet,Miami,4,3,10,Credit Card,0
T10178,1213,2053.18,Bill Payment,3,,Seattle,1,106,2,Credit Card,0
T10179,3388,2512.35,ATM Withdrawal,7,Desktop,Miami,3,83,3,Credit Card,0
T10180,2672,4763.32,Bill Payment,,Desktop,Boston,4,13,6,Credit Card,0
T10181,2455,4107.12,Online Purchase,17,Mobile,Los Angeles,0,11,13,Credit Card,0
T10182,2743,1681.69,Bank Transfer,21,Desktop,Houston,0,116,8,Credit Card,0
T10183,3449,3670.26,POS Payment,8,Tablet,Miami,3,47,12,Credit Card,0
T10184,4150,1613.58,Bill Payment,19,,Miami,4,4,4,Credit Card,0
T10185,4978,2025.53,Bank Transfer,16,Desktop,Houston,2,75,3,Credit Card,0
T10186,1117,655.37,Bank Transfer,22,Tablet,Houston,2,90,7,Credit Card,0
T10187,2129,665.64,Bank Transfer,1,Mobile,Miami,2,107,1,Credit Card,0
T10188,1900,249.24,Online Purchase,23,,Houston,4,111,8,Credit Card,0
T10189,1257,2503.24,Bank Transfer,13,Desktop,Los Angeles,2,81,4,Credit Card,0
T10190,2221,1710.21,Bank Transfer,9,,Seattle,3,113,8,Credit Card,0
T10191,2003,1146.53,Bill Payment,7,,Chicago,3,114,10,Credit Card,0
